樹木編號,樹種名稱,樹種學名,樹胸徑寬度公尺,樹胸圍長度公尺,地址,緯度,經度,地理位置名稱,管理單位,英文名
4347,臺灣海棗,Phoenix hanceana,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5624,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管),Formosan Date Palm
4348,臺灣海棗,Phoenix hanceana,0.31,0.97,臺北市信義區新仁里忠孝東路4段345號,25.0434,121.559,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管),Formosan Date Palm
4349,臺灣海棗,Phoenix hanceana,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5624,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管),Formosan Date Palm
4356,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5618,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4358,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5619,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4359,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.558,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4360,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4361,亞力山大椰子,Archontophoenix alexandrae,0.2,0.63,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5606,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4362,亞力山大椰子,Archontophoenix alexandrae,0.19,0.6,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5582,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4363,亞力山大椰子,Archontophoenix alexandrae,0.24,0.75,臺北市信義區新仁里忠孝東路4段345號,25.0416,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4364,亞力山大椰子,Archontophoenix alexandrae,0.16,0.5,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5581,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4365,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5606,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4366,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5605,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4367,亞力山大椰子,Archontophoenix alexandrae,0.2,0.63,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.558,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4368,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.043,121.5604,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4369,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5586,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4370,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5585,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4371,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5585,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4372,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5586,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4373,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0449,121.5589,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4374,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0447,121.5589,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4375,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5585,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4376,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0447,121.5589,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4377,亞力山大椰子,Archontophoenix alexandrae,0.16,0.5,臺北市信義區新仁里忠孝東路4段345號,25.0431,121.5607,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4378,亞力山大椰子,Archontophoenix alexandrae,0.15,0.19,臺北市信義區新仁里忠孝東路4段345號,25.0448,121.5589,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4379,亞力山大椰子,Archontophoenix alexandrae,0.19,0.6,臺北市信義區新仁里忠孝東路4段345號,25.0425,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4380,亞力山大椰子,Archontophoenix alexandrae,0.18,0.57,臺北市信義區新仁里忠孝東路4段345號,25.0417,121.5611,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4381,亞力山大椰子,Archontophoenix alexandrae,0.17,0.53,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.558,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4382,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0446,121.5589,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4383,亞力山大椰子,Archontophoenix alexandrae,0.2,0.63,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5581,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4385,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4386,亞力山大椰子,Archontophoenix alexandrae,0.24,0.75,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5582,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4388,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5585,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4389,亞力山大椰子,Archontophoenix alexandrae,0.18,0.57,臺北市信義區新仁里忠孝東路4段345號,25.0417,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4390,亞力山大椰子,Archontophoenix alexandrae,0.25,0.79,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4391,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5584,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4392,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5583,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4393,亞力山大椰子,Archontophoenix alexandrae,0.21,0.63,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5585,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4394,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0416,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4395,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5583,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4396,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.561,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4397,亞力山大椰子,Archontophoenix alexandrae,0.19,0.6,臺北市信義區新仁里忠孝東路4段345號,25.0425,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4398,亞力山大椰子,Archontophoenix alexandrae,0.17,0.53,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5582,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4399,亞力山大椰子,Archontophoenix alexandrae,0.21,0.66,臺北市信義區新仁里忠孝東路4段345號,25.0423,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4400,亞力山大椰子,Archontophoenix alexandrae,0.19,0.6,臺北市信義區新仁里忠孝東路4段345號,25.0423,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4401,亞力山大椰子,Archontophoenix alexandrae,0.25,0.79,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5587,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4402,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5587,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4403,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5588,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4404,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0423,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4405,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0417,121.5611,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4406,亞力山大椰子,Archontophoenix alexandrae,0.26,0.82,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4407,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0426,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4408,亞力山大椰子,Archontophoenix alexandrae,0.26,0.82,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5608,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4409,亞力山大椰子,Archontophoenix alexandrae,0.24,0.75,臺北市信義區新仁里忠孝東路4段345號,25.0436,121.5588,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4410,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0422,121.5609,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4411,亞力山大椰子,Archontophoenix alexandrae,0.22,0.69,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5588,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
4412,亞力山大椰子,Archontophoenix alexandrae,0.23,0.72,臺北市信義區新仁里忠孝東路4段345號,25.0438,121.5586,,臺北市政府體育局(遠雄巨蛋事業股份有限公司代管), Alexandra palm
