TreeHoleID,ShapeType,Length,Area,Region,Remark,TWD97X,TWD97Y,UpdDate,lng,lat
48307,單一樹穴,4.82,1.06,,玉成國小,309808.09,2771779.79,2026-03-26 15:31:48,121.59275905992848,25.053007398546214
48308,單一樹穴,6.72,2.69,,,309563.13,2771830.5,2026-03-26 15:31:48,121.59033355164766,25.053474868856636
48309,帶狀樹穴,6.15,2.36,,,309567.69,2771832.27,2026-03-26 15:31:48,121.59037882071691,25.053490668499737
48310,單一樹穴,7.1,3.11,,,309572.59,2771834.66,2026-03-26 15:31:48,121.59042748623091,25.053512051992385
48311,單一樹穴,6.66,2.76,,,309580.82,2771838.55,2026-03-26 15:31:48,121.59050921909497,25.053546846017024
48312,單一樹穴,6.9,2.94,,,309587.46,2771841.83,2026-03-26 15:31:48,121.59057516768297,25.053576195673287
48313,單一樹穴,6.37,2.5,,,309592.02,2771843.69,2026-03-26 15:31:48,121.5906204407128,25.053592807746497
48314,單一樹穴,6.61,2.7,,,309596.75,2771845.63,2026-03-26 15:31:48,121.5906674020267,25.053610135332317
48315,單一樹穴,7.48,3.44,,,309602.41,2771848.04,2026-03-26 15:31:48,121.59072360059824,25.05363166932852
48316,單一樹穴,4.97,1.52,,,308831.65,2771622.83,2026-03-26 15:31:48,121.58307524069588,25.051628691806865
48317,帶狀樹穴,19.97,13.97,,,312213.23,2772279.85,2026-03-26 15:31:48,121.61661796535834,25.0574247960266
48318,帶狀樹穴,21.8,29.47,,,307675.56,2770216.06,2026-03-26 15:31:48,121.57155891170811,25.03897308019927
48319,帶狀樹穴,17.38,16.83,,,307689.73,2770215.78,2026-03-26 15:31:48,121.57169931772809,25.03897001220574
48320,帶狀樹穴,18.45,20.99,,,307683.33,2770215.4,2026-03-26 15:31:48,121.57163588097323,25.038966825605794
48321,帶狀樹穴,21.08,26.56,,,307695.23,2770214.94,2026-03-26 15:31:48,121.57175378486647,25.038962219077654
48322,帶狀樹穴,11.99,8.67,,,307586.27,2770216.07,2026-03-26 15:31:48,121.5706740920028,25.038976571322234
48323,帶狀樹穴,11.55,8.14,,,307581.3,2770216.42,2026-03-26 15:31:48,121.5706248563546,25.03897992022292
48324,帶狀樹穴,12.97,10.41,,,307576.04,2770216.33,2026-03-26 15:31:48,121.57057272856748,25.03897930787256
48325,帶狀樹穴,12.29,9.4,,,307560.15,2770216.25,2026-03-26 15:31:48,121.57041526309425,25.038979190194524
48326,帶狀樹穴,13.56,11.39,,,307551.28,2770216.12,2026-03-26 15:31:48,121.57032736030091,25.038978353965845
48327,帶狀樹穴,12.84,10.29,,,307513.77,2770217.0,2026-03-26 15:31:48,121.56995569123053,25.03898772473427
48328,帶狀樹穴,22.0,29.51,,,307337.93,2769671.94,2026-03-26 15:31:48,121.56819053361978,25.034073655213845
48329,帶狀樹穴,24.4,36.91,,,307337.83,2769680.77,2026-03-26 15:31:48,121.56818990989146,25.034153375318308
48330,帶狀樹穴,25.56,40.23,,,307338.52,2769691.93,2026-03-26 15:31:48,121.56819721127096,25.03425410048775
48331,帶狀樹穴,200.76,3194.43,,三民圓環綠地,306844.06,2772417.86,2026-03-26 15:31:48,121.56340999080804,25.05888214306454
48769,單一樹穴,7.17,3.18,,,302129.12,2773860.45,2026-03-26 15:31:48,121.5167340540214,25.072075688158954
48770,單一樹穴,8.72,4.64,,,302096.45,2773861.28,2026-03-26 15:31:48,121.51641025185457,25.072084308212204
48771,單一樹穴,8.11,4.08,,,302088.83,2773861.42,2026-03-26 15:31:48,121.51633472571245,25.072085834854267
48772,單一樹穴,7.58,3.57,,,302081.82,2773861.69,2026-03-26 15:31:48,121.51626525096857,25.07208851406054
48773,單一樹穴,8.38,4.35,,,302075.19,2773861.96,2026-03-26 15:31:48,121.51619954288118,25.072091180136653
48774,單一樹穴,7.43,3.44,,,302067.42,2773862.16,2026-03-26 15:31:48,121.51612253216092,25.07209325351665
48775,單一樹穴,6.66,2.71,,,302059.86,2773862.59,2026-03-26 15:31:48,121.51604761171434,25.072097396043905
48766,單一樹穴,8.38,4.36,大同區,,302147.47,2773859.41,2026-03-26 15:31:48,121.51691590460287,25.0720656658664
48767,單一樹穴,7.47,3.47,大同區,,302141.35,2773859.78,2026-03-26 15:31:48,121.5168552555894,25.072069217421934
48768,單一樹穴,7.97,3.95,大同區,,302135.48,2773859.87,2026-03-26 15:31:48,121.51679707402866,25.07207023250651
48769,單一樹穴,7.17,3.18,大同區,,302129.12,2773860.45,2026-03-26 15:31:48,121.5167340540214,25.072075688158954
48770,單一樹穴,8.72,4.64,大同區,,302096.45,2773861.28,2026-03-26 15:31:48,121.51641025185457,25.072084308212204
48771,單一樹穴,8.11,4.08,大同區,,302088.83,2773861.42,2026-03-26 15:31:48,121.51633472571245,25.072085834854267
48772,單一樹穴,7.58,3.57,大同區,,302081.82,2773861.69,2026-03-26 15:31:48,121.51626525096857,25.07208851406054
48773,單一樹穴,8.38,4.35,大同區,,302075.19,2773861.96,2026-03-26 15:31:48,121.51619954288118,25.072091180136653
48774,單一樹穴,7.43,3.44,大同區,,302067.42,2773862.16,2026-03-26 15:31:48,121.51612253216092,25.07209325351665
48775,單一樹穴,6.66,2.71,大同區,,302059.86,2773862.59,2026-03-26 15:31:48,121.51604761171434,25.072097396043905
48776,單一樹穴,6.49,2.58,,,302485.35,2770793.45,2026-03-26 15:31:48,121.52014820267894,25.04437466857206
48776,單一樹穴,6.49,2.58,中正區,,302485.35,2770793.45,2026-03-26 15:31:48,121.52014820267894,25.04437466857206
48777,單一樹穴,9.76,5.81,,,300206.53,2769256.35,2026-03-26 15:31:48,121.49750900647871,25.030575085989945
48778,單一樹穴,10.93,6.9,,,300889.08,2769840.99,2026-03-26 15:31:48,121.50429393530116,25.035830417689834
48779,單一樹穴,9.05,4.92,,,300446.67,2769760.96,2026-03-26 15:31:48,121.49990700271888,25.03512271974673
48780,單一樹穴,8.66,4.37,,,300451.14,2769761.04,2026-03-26 15:31:48,121.49995130028799,25.035123292976618
48781,單一樹穴,8.13,3.97,,,300455.28,2769760.97,2026-03-26 15:31:48,121.49999232229389,25.035122522996218
48782,單一樹穴,7.17,3.18,,,300476.88,2769760.27,2026-03-26 15:31:48,121.50020633788262,25.035115483108108
48783,單一樹穴,7.44,3.43,,,300481.13,2769760.13,2026-03-26 15:31:48,121.50024844734472,25.035114077428513
48784,單一樹穴,7.84,3.79,,,300485.61,2769759.98,2026-03-26 15:31:48,121.5002928355818,25.03511257378434
48785,單一樹穴,9.5,5.61,,,300463.23,2769703.81,2026-03-26 15:31:48,121.50006900931866,25.03460621773316
48786,單一樹穴,8.4,4.32,,,300454.92,2769702.55,2026-03-26 15:31:48,121.49998661714264,25.034595119526372
48787,單一樹穴,9.06,4.86,,,300447.26,2769701.95,2026-03-26 15:31:48,121.49991069015553,25.03458995808398
48778,單一樹穴,10.93,6.9,萬華區,,300889.08,2769840.99,2026-03-26 15:31:48,121.50429393530116,25.035830417689834
48777,單一樹穴,9.76,5.81,萬華區,,300206.53,2769256.35,2026-03-26 15:31:48,121.49750900647871,25.030575085989945
48809,單一樹穴,8.26,4.18,,,300459.84,2769760.89,2026-03-26 15:31:48,121.50003750584564,25.03512164872067
48779,單一樹穴,9.05,4.92,萬華區,,300446.67,2769760.96,2026-03-26 15:31:48,121.49990700271888,25.03512271974673
48780,單一樹穴,8.66,4.37,萬華區,,300451.14,2769761.04,2026-03-26 15:31:48,121.49995130028799,25.035123292976618
48781,單一樹穴,8.13,3.97,萬華區,,300455.28,2769760.97,2026-03-26 15:31:48,121.49999232229389,25.035122522996218
48809,單一樹穴,8.26,4.18,萬華區,,300459.84,2769760.89,2026-03-26 15:31:48,121.50003750584564,25.03512164872067
48783,單一樹穴,7.44,3.43,萬華區,,300481.13,2769760.13,2026-03-26 15:31:48,121.50024844734472,25.035114077428513
48784,單一樹穴,7.84,3.79,萬華區,,300485.61,2769759.98,2026-03-26 15:31:48,121.5002928355818,25.03511257378434
48785,單一樹穴,9.5,5.61,萬華區,,300463.23,2769703.81,2026-03-26 15:31:48,121.50006900931866,25.03460621773316
48786,單一樹穴,8.4,4.32,萬華區,,300454.92,2769702.55,2026-03-26 15:31:48,121.49998661714264,25.034595119526372
48787,單一樹穴,9.06,4.86,萬華區,,300447.26,2769701.95,2026-03-26 15:31:48,121.49991069015553,25.03458995808398
48717,帶狀樹穴,21.3,21.11,大同區,,301764.73,2773258.64,2026-03-26 15:31:48,121.51309948799667,25.066655115508453
48716,單一樹穴,11.1,7.59,大同區,,301763.32,2773266.66,2026-03-26 15:31:48,121.51308581391986,25.066727567868952
48715,單一樹穴,11.24,7.34,大同區,,301765.37,2773272.76,2026-03-26 15:31:48,121.51310636259498,25.066782568070348
48714,單一樹穴,10.94,7.41,大同區,,301763.26,2773278.81,2026-03-26 15:31:48,121.51308567613118,25.06683725937019
48810,帶狀樹穴,73.28,181.39,,士林120綠地,302435.59,2776186.46,2026-03-26 15:31:48,121.5198605485158,25.093064089776462
48811,帶狀樹穴,23.95,35.64,,士林120綠地,302404.98,2776163.44,2026-03-26 15:31:48,121.51955620492647,25.092857330649107
